iter	MultiClass
0	1.340463088
1	1.255252558
2	1.193276177
3	1.135935532
4	1.083518822
5	1.041571693
6	0.9822628839
7	0.9326356561
8	0.8898342325
9	0.8554889804
10	0.821596515
11	0.7882312973
12	0.7535632077
13	0.7309180825
14	0.6949981118
15	0.6671841488
16	0.6398143749
17	0.6124554014
18	0.5936531344
19	0.5683944221
20	0.5431639497
21	0.5190401923
22	0.4974242332
23	0.4763491719
24	0.4619802936
25	0.4546824644
26	0.4426791979
27	0.4247539545
28	0.4089219553
29	0.3909414237
30	0.3760729563
31	0.3650442963
32	0.3551630398
33	0.3426779363
34	0.3285329407
35	0.3201287629
36	0.312355731
37	0.3005296198
38	0.2918611817
39	0.2845072435
40	0.2771070042
41	0.2673102065
42	0.2606161252
43	0.2506799261
44	0.2451045408
45	0.2377768946
46	0.23027603
47	0.2238869487
48	0.2157931682
49	0.2119795576
50	0.206010794
51	0.201634204
52	0.1955405476
53	0.1904781551
54	0.1871866682
55	0.1823075029
56	0.180424108
57	0.1758034932
58	0.1704670014
59	0.1667737309
60	0.1626660843
61	0.1597333298
62	0.1553668806
63	0.1525294863
64	0.1479188619
65	0.1441672353
66	0.1423393379
67	0.1389508634
68	0.1353493746
69	0.1319173672
70	0.1300483335
71	0.1266628128
72	0.1246307336
73	0.1214655795
74	0.1185589395
75	0.1155187896
76	0.1130865468
77	0.1100400294
78	0.1074110205
79	0.1055798464
80	0.1035195942
81	0.1015019692
82	0.09922385419
83	0.09738247255
84	0.09539607787
85	0.0939894194
86	0.09197756356
87	0.08966633776
88	0.08781409008
89	0.08595481674
90	0.0843974979
91	0.08265185016
92	0.08111835723
93	0.07917088117
94	0.07793986974
95	0.07640052047
96	0.0749740386
97	0.07374991862
98	0.07234285566
99	0.07107711398
100	0.06956092738
101	0.06836587916
102	0.06727502934
103	0.06622406869
104	0.06480186138
105	0.06366094909
106	0.06248351042
107	0.0614317467
108	0.06018413759
109	0.0590381354
110	0.05816159752
111	0.05729751948
112	0.0564856023
113	0.05567225866
114	0.05487977896
115	0.05381641572
116	0.05302878159
117	0.05228947603
118	0.05150592121
119	0.05088607966
120	0.05006085179
121	0.04945840658
122	0.04883946373
123	0.04828455947
124	0.0475248172
125	0.04691598836
126	0.04626344609
127	0.04566011007
128	0.04487422601
129	0.04428635625
130	0.04353782838
131	0.04297024738
132	0.0424325084
133	0.04188451037
134	0.04139105197
135	0.0408949009
136	0.04042242368
137	0.03990541906
138	0.03940045143
139	0.03890713936
140	0.0384749534
141	0.03800224275
142	0.03756421476
143	0.03718707272
144	0.03678840218
145	0.03639773543
146	0.03600402853
147	0.03559552267
148	0.03520619046
149	0.03481432381
150	0.03441899534
151	0.03404317985
152	0.03368469074
153	0.0333436974
154	0.03298942402
155	0.0326514137
156	0.03231992445
157	0.03197485563
158	0.0316471856
159	0.03134377112
160	0.03102813937
161	0.03074120038
162	0.03049328708
163	0.03020117551
164	0.02990643666
165	0.02961715708
166	0.02934071729
167	0.02908171574
168	0.02880719292
169	0.02853760875
170	0.02827283718
171	0.02801950528
172	0.02776381136
173	0.02751911228
174	0.02727854377
175	0.02704200578
176	0.02680940135
177	0.02658063651
178	0.02635562013
179	0.02613426384
180	0.02591648194
181	0.02570219128
182	0.02549131118
183	0.02528376335
184	0.0250794718
185	0.0248840217
186	0.02467998921
187	0.02447919128
188	0.0242871979
189	0.02409811444
190	0.02391187702
191	0.02372290864
192	0.02354222907
193	0.02336421386
194	0.02318880597
195	0.02301068209
196	0.02284037205
197	0.02267250689
198	0.02250196199
199	0.02233888096
200	0.02217809517
201	0.02201955759
202	0.02186322241
203	0.02170904504
204	0.02155220825
205	0.02139758525
206	0.02124513069
207	0.02109928674
208	0.02095539282
209	0.0208089941
210	0.02066459839
211	0.02052640738
212	0.02039001869
213	0.02025539792
214	0.02012251152
215	0.01998721534
216	0.01985370529
217	0.01972918571
218	0.01959902092
219	0.01947054432
220	0.0193474853
221	0.01922594716
222	0.01910590231
223	0.01897682269
224	0.01885615924
225	0.01873700751
226	0.01862282115
227	0.01850999777
228	0.01839851344
229	0.01828494193
230	0.01817609514
231	0.01806851848
232	0.01796219013
233	0.0178538229
234	0.01774995536
235	0.0176472732
236	0.01754575647
237	0.01744538569
238	0.01734614176
239	0.01724491757
240	0.01714486267
241	0.01704894015
242	0.01695407161
243	0.01686023995
244	0.01676742844
245	0.01667562069
246	0.0165819279
247	0.01648927902
248	0.01640043469
249	0.01631253139
250	0.01622555439
251	0.01613948925
252	0.01605432182
253	0.01597003827
254	0.01588662501
255	0.01580406876
256	0.01572235647
257	0.01564147537
258	0.01556141295
259	0.01547959797
260	0.01540115719
261	0.01532349875
262	0.01524661108
263	0.01517048286
264	0.01509265775
265	0.01501562746
266	0.01493937997
267	0.01486623786
268	0.01479148366
269	0.01471747826
270	0.01467844833
271	0.01460555536
272	0.01453558672
273	0.01446627856
274	0.01439762162
275	0.01436074611
276	0.01429304955
277	0.01422385862
278	0.01415069466
279	0.0140849256
280	0.01405033368
281	0.0139854606
282	0.01392117838
283	0.01385102037
284	0.01380386057
285	0.01373922208
286	0.01371085732
287	0.01364900506
288	0.01358151083
289	0.01352079712
290	0.01348877702
291	0.01342699106
292	0.01339550893
293	0.01333044777
294	0.01327007194
295	0.01321203011
296	0.01315448996
297	0.01312335178
298	0.01309325885
299	0.01306323198
300	0.01303419906
301	0.01297812043
302	0.01293921644
303	0.01288223153
304	0.01282574919
305	0.01277141897
306	0.01273967798
307	0.0126873129
308	0.01263250384
309	0.01259367416
310	0.01255479684
311	0.01252722184
312	0.01249978744
313	0.0124725531
314	0.01243452589
315	0.01238179488
316	0.01235510381
317	0.01232855146
318	0.01227667922
319	0.01225089058
320	0.01222479174
321	0.01219329095
322	0.01216747951
323	0.01211835531
324	0.01206962454
325	0.01204432649
326	0.01199616938
327	0.0119483943
328	0.01191585209
329	0.01186870256
330	0.01182192323
331	0.01179709281
332	0.0117652988
333	0.01173379254
334	0.01170945643
335	0.01166252967
336	0.01163948508
337	0.01160691404
338	0.01158357619
339	0.0115345405
340	0.01151150493
341	0.01148858095
342	0.0114433403
343	0.01139971723
344	0.0113551731
345	0.01132591223
346	0.01128316472
347	0.01126112374
348	0.01121884797
349	0.01119249821
350	0.01117082921
351	0.0111426848
352	0.01112129503
353	0.01108001796
354	0.01105863512
355	0.01101664685
356	0.01099131692
357	0.01095097514
358	0.01092149842
359	0.01089844625
360	0.01087840016
361	0.01083988106
362	0.01080060604
363	0.01078046729
364	0.01075429692
365	0.01072829496
366	0.01070254171
367	0.01066421408
368	0.01063879447
369	0.01061531792
370	0.01059018758
371	0.0105515957
372	0.01051076716
373	0.01048463447
374	0.01046562357
375	0.01042792507
376	0.01038805301
377	0.01036987908
378	0.01035138551
379	0.01033402486
380	0.01030803736
381	0.01027238397
382	0.01023697681
383	0.01021228438
384	0.01018909438
385	0.01016604455
386	0.01014133174
387	0.01010587364
388	0.01008850298
389	0.01006603368
390	0.01002911367
391	0.009994412923
392	0.00997278388
393	0.009950801525
394	0.009930139261
395	0.009908400571
396	0.009885505859
397	0.009864021471
398	0.009841391801
399	0.009824844177
400	0.009803689954
401	0.009787622213
402	0.009766666123
403	0.009746386241
404	0.009725663886
405	0.009705431686
406	0.009672862906
407	0.009652496541
408	0.009620280344
409	0.009600064705
410	0.009580052279
411	0.009549053255
412	0.009533541961
413	0.009513834152
414	0.009494235584
415	0.009475064554
416	0.009455568282
417	0.009436276668
418	0.009422121388
419	0.009391374076
420	0.009372375138
421	0.009353479444
422	0.009333511266
423	0.009318767964
424	0.009302504634
425	0.009273180733
426	0.009253591994
427	0.009234561947
428	0.009216311219
429	0.009185066083
430	0.009155805852
431	0.009137890559
432	0.009120316772
433	0.009102579878
434	0.009084253488
435	0.009055614564
436	0.009038167509
437	0.009010419202
438	0.008996453381
439	0.008968358388
440	0.008951249449
441	0.008934245288
442	0.008906531179
443	0.008889714694
444	0.00886227444
445	0.008849886773
446	0.008824169475
447	0.00879712847
448	0.008770255787
449	0.00875396511
450	0.008737755993
451	0.008721627794
452	0.008705544096
453	0.008688546576
454	0.00867265534
455	0.008656842552
456	0.008641065656
457	0.008625404935
458	0.00860982089
459	0.008584039575
460	0.00856761601
461	0.008552272577
462	0.008537003416
463	0.008521807963
464	0.008497010295
465	0.008481968746
466	0.008466012634
467	0.008451058313
468	0.008426192373
469	0.008410476776
470	0.008386297846
471	0.008370743363
472	0.008355265768
473	0.008340807203
474	0.008329441899
475	0.008315039463
476	0.008299149852
477	0.008284007482
478	0.008269863185
479	0.008254860904
480	0.008241456949
481	0.008230111866
482	0.00820647796
483	0.008191735783
484	0.008177064367
485	0.008155012578
486	0.008131802814
487	0.008118240195
488	0.008104738962
489	0.008081808354
490	0.008067810846
491	0.008053627311
492	0.008040378847
493	0.008027189568
494	0.008014076435
495	0.008000998754
496	0.007990882275
497	0.007968562367
498	0.007955649909
499	0.007942794343
